dataset,model,model_folder,method,method_label,query_id,query_num,category,query_label,F1-Cell,Cardinality,Tuple Constr.,AVG-Score
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_a,GaloisA,query7,7,q1,q1,1.0,1.0,1.0,1.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_a,GaloisA,query8,8,q1,q1,1.0,1.0,1.0,1.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_a,GaloisA,query9,9,q1,q1,0.8,0.8,0.8,0.8
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query1,1,q1,q1,1.0,1.0,1.0,1.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query10,10,q1,q1,1.0,1.0,1.0,1.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query11,11,q2,q2,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query12,12,q2,q2,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query13,13,q2,q2,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query14,14,q2,q2,0.4,0.03636363636363636,0.14545454545454545,0.19393939393939394
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query15,15,q2,q2,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query16,16,q2,q2,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query17,17,q2,q2,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query18,18,q2,q2,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query19,19,q2,q2,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query2,2,q1,q1,1.0,0.5,1.0,0.8333333333333334
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query20,20,q2,q2,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query21,21,q3,q3,0.0,1.0,0.0,0.3333333333333333
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query22,22,q3,q3,0.0,1.0,0.0,0.3333333333333333
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query23,23,q3,q3,0.0,1.0,0.0,0.3333333333333333
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query24,24,q3,q3,0.0,1.0,0.0,0.3333333333333333
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query25,25,q3,q3,0.0,1.0,0.0,0.3333333333333333
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query26,26,q3,q3,0.0,1.0,0.0,0.3333333333333333
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query27,27,q3,q3,0.0,1.0,0.0,0.3333333333333333
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query28,28,q3,q3,0.0,1.0,0.0,0.3333333333333333
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query29,29,q3,q3,0.0,0.3,0.0,0.1
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query3,3,q1,q1,1.0,1.0,1.0,1.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query30,30,q3,q3,0.0,1.0,0.0,0.3333333333333333
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query31,31,q4,q4,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query32,32,q4,q4,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query33,33,q4,q4,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query34,34,q4,q4,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query35,35,q4,q4,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query36,36,q4,q4,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query37,37,q4,q4,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query38,38,q4,q4,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query39,39,q4,q4,0.6,0.6,0.6,0.6
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query4,4,q1,q1,1.0,1.0,1.0,1.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query40,40,q4,q4,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query41,41,q5,q5,0.21000000000000002,0.1,0.06666666666666667,0.12555555555555556
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query42,42,q5,q5,0.26526315789473687,0.08,0.08,0.14175438596491227
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query43,43,q5,q5,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query44,44,q5,q5,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query45,45,q5,q5,0.0588235294117647,0.01,0.0,0.022941176470588232
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query46,46,q5,q5,0.15658362989323843,0.18181818181818182,0.0,0.11280060390380672
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query47,47,q5,q5,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query48,48,q5,q5,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query49,49,q5,q5,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query5,5,q1,q1,1.0,1.0,1.0,1.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query50,50,q5,q5,0.15658362989323843,0.18181818181818182,0.0,0.11280060390380672
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query6,6,q1,q1,1.0,1.0,1.0,1.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query7,7,q1,q1,1.0,1.0,1.0,1.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query8,8,q1,q1,1.0,1.0,1.0,1.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_f,GaloisF,query9,9,q1,q1,0.4,0.4,0.4,0.4
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query1,1,q1,q1,1.0,0.95,1.0,0.9833333333333334
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query10,10,q1,q1,1.0,0.95,1.0,0.9833333333333334
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query11,11,q2,q2,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query12,12,q2,q2,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query13,13,q2,q2,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query14,14,q2,q2,0.3,0.02727272727272727,0.10909090909090909,0.14545454545454545
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query15,15,q2,q2,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query16,16,q2,q2,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query17,17,q2,q2,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query18,18,q2,q2,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query19,19,q2,q2,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query2,2,q1,q1,1.0,0.5,1.0,0.8333333333333334
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query20,20,q2,q2,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query21,21,q3,q3,0.0,1.0,0.0,0.3333333333333333
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query22,22,q3,q3,0.0,1.0,0.0,0.3333333333333333
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query23,23,q3,q3,0.0,0.9,0.0,0.3
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query24,24,q3,q3,0.0,1.0,0.0,0.3333333333333333
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query25,25,q3,q3,0.0,1.0,0.0,0.3333333333333333
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query26,26,q3,q3,0.0,1.0,0.0,0.3333333333333333
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query27,27,q3,q3,0.0,1.0,0.0,0.3333333333333333
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query28,28,q3,q3,0.0,1.0,0.0,0.3333333333333333
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query29,29,q3,q3,0.0,0.4,0.0,0.13333333333333333
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query3,3,q1,q1,1.0,1.0,1.0,1.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query30,30,q3,q3,0.0,1.0,0.0,0.3333333333333333
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query31,31,q4,q4,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query32,32,q4,q4,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query33,33,q4,q4,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query34,34,q4,q4,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query35,35,q4,q4,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query36,36,q4,q4,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query37,37,q4,q4,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query38,38,q4,q4,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query39,39,q4,q4,0.4,0.4,0.4,0.4
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query4,4,q1,q1,1.0,1.0,1.0,1.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query40,40,q4,q4,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query41,41,q5,q5,0.16,0.06666666666666667,0.06666666666666667,0.09777777777777777
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query42,42,q5,q5,0.56,0.14,0.28,0.3266666666666666
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query43,43,q5,q5,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query44,44,q5,q5,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query45,45,q5,q5,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query46,46,q5,q5,0.07829181494661921,0.09090909090909091,0.0,0.05640030195190336
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query47,47,q5,q5,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query48,48,q5,q5,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query49,49,q5,q5,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query5,5,q1,q1,1.0,1.0,1.0,1.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query50,50,q5,q5,0.0,0.0,0.0,0.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query6,6,q1,q1,1.0,1.0,1.0,1.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query7,7,q1,q1,1.0,1.0,1.0,1.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query8,8,q1,q1,1.0,1.0,1.0,1.0
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_s,GaloisS,query9,9,q1,q1,0.2,0.2,0.2,0.2
nobel_prizes,GPT-4o-mini,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,galois_wo,GaloisWO,query1,1,q1,q1,0.5,0.35,0.5,0.45
