dataset,model_folder,model,method,method_label,run_id,run_num,pred_dir,#Queries,#FoundQueries,F1-Cell,Cardinality,Tuple Constr.,AVG-Score,#Tokens,#Tokens (M),Avg Time (s),Total Time (s)
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,sql,SQL,run_1,1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/sql/run_1/nobel_prizes,50,50,0.7249330648971309,0.829843822843823,0.3871561771561771,0.6473110216323767,12490.0,0.01249,1.2482503691362217,62.412518456811085
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,sql,SQL,run_2,2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/sql/run_2/nobel_prizes,50,50,0.7255582260007897,0.828843822843823,0.37909557109557107,0.6444992066467278,12428.0,0.012428,1.339569102418609,66.97845512093045
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,sql,SQL,run_3,3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/sql/run_3/nobel_prizes,50,50,0.7246886607833983,0.8202284382284383,0.37509557109557107,0.6400042233691358,12312.0,0.012312,1.51024835083168,75.512417541584
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,sql,SQL,run_4,4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/sql/run_4/nobel_prizes,50,50,0.7300026704452339,0.8305104895104896,0.39842890442890444,0.6529806881282092,12495.0,0.012495,1.2567681175516918,62.83840587758459
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,sql,SQL,run_5,5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/sql/run_5/nobel_prizes,50,50,0.7280407008550099,0.8269866799866802,0.4065400155400155,0.6538557987939018,12522.0,0.012522,1.2478932891925796,62.394664459628984
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,sql,SQL,run_6,6,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/sql/run_6/nobel_prizes,50,50,0.7221886607833983,0.8215104895104894,0.37109557109557106,0.6382649071298195,12377.0,0.012377,1.1493109649280087,57.46554824640043
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,sql,SQL,run_7,7,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/sql/run_7/nobel_prizes,50,50,0.7282207287830118,0.829843822843823,0.3904289044289044,0.6494978186852463,12490.0,0.01249,1.1945848983852192,59.729244919260964
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,sql,SQL,run_8,8,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/sql/run_8/nobel_prizes,50,50,0.743551974165824,0.8361375291375291,0.39761072261072256,0.6591000753046917,12581.0,0.012581,1.1955982883181422,59.779914415907115
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,sql,SQL,run_9,9,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/sql/run_9/nobel_prizes,50,50,0.7288553274500649,0.8173712953712954,0.3870955710955711,0.6444407313056436,12343.0,0.012343,1.2139427450159566,60.69713725079782
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,sql,SQL,run_10,10,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/sql/run_10/nobel_prizes,50,50,0.7309100396575287,0.8265104895104894,0.4198834498834499,0.6591013263504892,12459.0,0.012459,1.159343044948764,57.96715224743821
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_wo,GaloisWO,run_1,1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_wo/run_1/nobel_prizes,50,50,0.08748321924761664,0.10818181818181818,0.004,0.06655501247647827,8285888.0,8.285888,799.1735734940879,39958.678674704395
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_wo,GaloisWO,run_2,2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_wo/run_2/nobel_prizes,50,50,0.09448901617015334,0.09181818181818181,0.048,0.07810239932944506,8839388.0,8.839388,908.1188486858177,45405.94243429089
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_wo,GaloisWO,run_3,3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_wo/run_3/nobel_prizes,50,50,0.022105263157894735,0.07781818181818181,0.0,0.033307814992025515,11146596.0,11.146596,1397.1751741400315,69858.75870700157
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_wo,GaloisWO,run_4,4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_wo/run_4/nobel_prizes,50,50,0.09846216096802048,0.1441818181818182,0.032,0.09154799304994622,7950419.0,7.950419,921.1246921007707,46056.23460503854
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_wo,GaloisWO,run_5,5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_wo/run_5/nobel_prizes,50,50,0.14224677360592933,0.19418181818181818,0.032,0.12280953059591583,8413659.0,8.413659,956.4639726609644,47823.19863304822
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_wo,GaloisWO,run_6,6,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_wo/run_6/nobel_prizes,50,50,0.12721972512606577,0.22236363636363635,0.036,0.12852778716323404,3618097.0,3.618097,367.86064083995296,18393.03204199765
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_wo,GaloisWO,run_7,7,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_wo/run_7/nobel_prizes,50,50,0.12256077035877448,0.19636363636363638,0.032,0.1169748022408036,5539579.0,5.539579,545.6825056092348,27284.12528046174
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_wo,GaloisWO,run_8,8,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_wo/run_8/nobel_prizes,50,50,0.0616046126479789,0.09818181818181819,0.008,0.05592881027659903,7976834.0,7.976834,837.2524020033749,41862.620100168744
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_wo,GaloisWO,run_9,9,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_wo/run_9/nobel_prizes,50,50,0.11205666495989075,0.166,0.027999999999999997,0.10201888831996359,8060051.0,8.060051,901.6726413533324,45083.63206766662
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_wo,GaloisWO,run_10,10,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_wo/run_10/nobel_prizes,50,50,0.06728330928330928,0.07,0.032,0.05642776976110311,5434135.0,5.434135,540.8023636108824,27040.118180544116
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_s,GaloisS,run_1,1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_s/run_1/nobel_prizes,50,50,0.21165836298932383,0.37218181818181817,0.188,0.25728006039038065,94406.0,0.094406,12.479171806408559,623.9585903204279
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_s,GaloisS,run_2,2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_s/run_2/nobel_prizes,50,50,0.23600000000000002,0.40399999999999997,0.228,0.2893333333333333,92064.0,0.092064,12.42936940569547,621.4684702847735
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_s,GaloisS,run_3,3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_s/run_3/nobel_prizes,50,50,0.21600000000000003,0.3558181818181818,0.19527272727272726,0.25569696969696964,91741.0,0.091741,12.521626854429487,626.0813427214744
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_s,GaloisS,run_4,4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_s/run_4/nobel_prizes,50,50,0.21600000000000003,0.374,0.20800000000000002,0.26599999999999996,91007.0,0.091007,12.348735463422491,617.4367731711245
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_s,GaloisS,run_5,5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_s/run_5/nobel_prizes,50,50,0.21600000000000003,0.3784848484848484,0.1939393939393939,0.26280808080808077,93552.0,0.093552,12.021668108274461,601.0834054137231
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_s,GaloisS,run_6,6,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_s/run_6/nobel_prizes,50,50,0.2,0.37,0.2,0.25666666666666665,94079.0,0.094079,12.646572227384896,632.3286113692448
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_s,GaloisS,run_7,7,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_s/run_7/nobel_prizes,50,50,0.18,0.35,0.18,0.23666666666666664,92126.0,0.092126,12.054800156090641,602.7400078045321
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_s,GaloisS,run_8,8,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_s/run_8/nobel_prizes,50,50,0.252,0.3906666666666666,0.2346666666666667,0.29244444444444445,93008.0,0.093008,13.248931727642194,662.4465863821097
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_s,GaloisS,run_9,9,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_s/run_9/nobel_prizes,50,50,0.21600000000000003,0.3758181818181818,0.19527272727272726,0.26236363636363635,94452.0,0.094452,12.08855816858355,604.4279084291775
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_s,GaloisS,run_10,10,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_s/run_10/nobel_prizes,50,50,0.196,0.354,0.188,0.24599999999999997,93046.0,0.093046,12.97745646819938,648.872823409969
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_1,1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_1/nobel_prizes,50,50,0.3400916841867565,0.5547272727272727,0.204,0.36627298563800975,113223.0,0.113223,12.027946839448996,601.3973419724498
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_2,2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_2/nobel_prizes,50,50,0.35000755088930946,0.5698787878787879,0.204,0.3746287795893658,98379.0,0.098379,9.136991544831544,456.8495772415772
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes,50,50,0.3381248093533887,0.5474545454545455,0.204,0.3631931182693114,111824.0,0.111824,11.316413085078821,565.820654253941
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_4,4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_4/nobel_prizes,50,50,0.378578979460738,0.5783636363636364,0.23127272727272724,0.3960717810323672,114056.0,0.114056,12.550201022169786,627.5100511084893
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_5,5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_5/nobel_prizes,50,50,0.3381248093533887,0.5292727272727273,0.19127272727272726,0.3528900879662811,112376.0,0.112376,11.410709908092395,570.5354954046197
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_6,6,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_6/nobel_prizes,50,50,0.3443087710214904,0.5365454545454545,0.21527272727272728,0.3653756509465574,126542.0,0.126542,14.50999382097274,725.499691048637
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_7,7,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_7/nobel_prizes,50,50,0.35152025561532796,0.568060606060606,0.204,0.374526953891978,97100.0,0.0971,9.773205881643808,488.6602940821904
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_8,8,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_8/nobel_prizes,50,50,0.369609303506922,0.5644242424242425,0.21127272727272725,0.3817687577346306,96071.0,0.096071,9.41856811253936,470.928405626968
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_9,9,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_9/nobel_prizes,50,50,0.3601476069117184,0.5583636363636364,0.21127272727272725,0.37659465684936066,111291.0,0.111291,12.25923591919127,612.9617959595635
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_10,10,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_10/nobel_prizes,50,50,0.3801476069117184,0.5783636363636364,0.23127272727272724,0.3965946568493607,111973.0,0.111973,11.177697660827544,558.8848830413772
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_f,GaloisF,run_1,1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_f/run_1/nobel_prizes,50,50,0.196,0.354,0.188,0.24599999999999997,92120.0,0.09212,12.548578821236733,627.4289410618367
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_f,GaloisF,run_2,2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_f/run_2/nobel_prizes,50,50,0.24,0.3918181818181818,0.22727272727272727,0.2863636363636363,93828.0,0.093828,12.000968201559736,600.0484100779868
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_f,GaloisF,run_3,3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_f/run_3/nobel_prizes,50,50,0.22,0.39,0.22,0.2766666666666666,92437.0,0.092437,12.251820150337881,612.591007516894
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_f,GaloisF,run_4,4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_f/run_4/nobel_prizes,50,50,0.2434230688716768,0.3968484848484849,0.20666666666666664,0.28231274012894275,94388.0,0.094388,12.602985942134401,630.14929710672
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_f,GaloisF,run_5,5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_f/run_5/nobel_prizes,50,50,0.2505263157894737,0.4158181818181818,0.22727272727272727,0.29787240829346096,94986.0,0.094986,12.91909556867089,645.9547784335446
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_f,GaloisF,run_6,6,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_f/run_6/nobel_prizes,50,50,0.2,0.39,0.2,0.2633333333333333,96160.0,0.09616,13.254230819116346,662.7115409558173
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_f,GaloisF,run_7,7,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_f/run_7/nobel_prizes,50,50,0.2605263157894737,0.4024848484848485,0.22727272727272727,0.2967612971823498,109745.0,0.109745,16.384133326783775,819.2066663391888
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_f,GaloisF,run_8,8,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_f/run_8/nobel_prizes,50,50,0.2273167259786477,0.4103636363636364,0.188,0.27522678744742796,96827.0,0.096827,12.679961388952798,633.9980694476399
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_f,GaloisF,run_9,9,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_f/run_9/nobel_prizes,50,50,0.21600000000000003,0.35848484848484846,0.1939393939393939,0.2561414141414141,94326.0,0.094326,12.577666792206001,628.8833396103
nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_f,GaloisF,run_10,10,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_f/run_10/nobel_prizes,50,50,0.19565836298932385,0.3681818181818182,0.18,0.24794672705704732,93961.0,0.093961,13.159197804513388,657.9598902256694
nobel_prizes,ollama-llama3-8b-ALLMODES-tau0.6-20260506_113307,Llama 3 8B,nl,NL,run_8,8,RUNS_NOBEL_ALIASFIX/ollama-llama3-8b-ALLMODES-tau0.6-20260506_113307/nl/run_8/nobel_prizes,50,8,0.11846720853799153,0.15818181818181817,0.05818181818181818,0.11161028163387594,2554.0,0.002554,1.5445397181320004,12.356317745056003
nobel_prizes,ollama-llama3-8b-ALLMODES-tau0.6-20260506_113307,Llama 3 8B,nl,NL,run_9,9,RUNS_NOBEL_ALIASFIX/ollama-llama3-8b-ALLMODES-tau0.6-20260506_113307/nl/run_9/nobel_prizes,50,50,0.7628805486059997,0.8652645687645688,0.4944693084693085,0.7075381419466256,11118.0,0.011118,0.7876152299379464,39.38076149689732
nobel_prizes,ollama-llama3-8b-ALLMODES-tau0.6-20260506_113307,Llama 3 8B,nl,NL,run_10,10,RUNS_NOBEL_ALIASFIX/ollama-llama3-8b-ALLMODES-tau0.6-20260506_113307/nl/run_10/nobel_prizes,50,50,0.7628805486059997,0.8652645687645688,0.4944693084693085,0.7075381419466256,11118.0,0.011118,0.7876540142751765,39.38270071375882
nobel_prizes,ollama-llama3-8b-ALLMODES-tau0.6-20260506_113307,Llama 3 8B,sql,SQL,run_1,1,RUNS_NOBEL_ALIASFIX/ollama-llama3-8b-ALLMODES-tau0.6-20260506_113307/sql/run_1/nobel_prizes,50,50,0.7273305282198942,0.8079487179487179,0.4316258741258741,0.655635040098162,12348.0,0.012348,0.7082156979024876,35.41078489512438
nobel_prizes,ollama-llama3-8b-ALLMODES-tau0.6-20260506_113307,Llama 3 8B,sql,SQL,run_2,2,RUNS_NOBEL_ALIASFIX/ollama-llama3-8b-ALLMODES-tau0.6-20260506_113307/sql/run_2/nobel_prizes,50,50,0.7273305282198942,0.8079487179487179,0.4316258741258741,0.655635040098162,12348.0,0.012348,0.7083160595572554,35.41580297786277
nobel_prizes,ollama-llama3-8b-ALLMODES-tau0.6-20260506_113307,Llama 3 8B,sql,SQL,run_3,3,RUNS_NOBEL_ALIASFIX/ollama-llama3-8b-ALLMODES-tau0.6-20260506_113307/sql/run_3/nobel_prizes,50,50,0.7273305282198942,0.8079487179487179,0.4316258741258741,0.655635040098162,12348.0,0.012348,0.7095813388761598,35.47906694380799
nobel_prizes,ollama-llama3-8b-ALLMODES-tau0.6-20260506_113307,Llama 3 8B,sql,SQL,run_4,4,RUNS_NOBEL_ALIASFIX/ollama-llama3-8b-ALLMODES-tau0.6-20260506_113307/sql/run_4/nobel_prizes,50,50,0.7273305282198942,0.8079487179487179,0.4316258741258741,0.655635040098162,12348.0,0.012348,0.7092480063252151,35.462400316260755
nobel_prizes,ollama-llama3-8b-ALLMODES-tau0.6-20260506_113307,Llama 3 8B,sql,SQL,run_5,5,RUNS_NOBEL_ALIASFIX/ollama-llama3-8b-ALLMODES-tau0.6-20260506_113307/sql/run_5/nobel_prizes,50,50,0.7273305282198942,0.8079487179487179,0.4316258741258741,0.655635040098162,12348.0,0.012348,0.7090936073404737,35.454680367023684
nobel_prizes,ollama-llama3-8b-ALLMODES-tau0.6-20260506_113307,Llama 3 8B,sql,SQL,run_6,6,RUNS_NOBEL_ALIASFIX/ollama-llama3-8b-ALLMODES-tau0.6-20260506_113307/sql/run_6/nobel_prizes,50,50,0.7273305282198942,0.8079487179487179,0.4316258741258741,0.655635040098162,12348.0,0.012348,0.709684589758981,35.48422948794905
